0.004,0,0,-0.4375,0.84099,6.5057,0.15201
0.02,0,0,-0.5625,0.74807,6.4979,0.13902
0.031,0,0,-0.5625,0.72471,6.4893,0.13381
0.042,0,0,-0.5625,0.69928,6.4906,0.12938
0.053,0,0,-0.625,0.68369,6.494,0.12671
0.067,0,0,-0.625,0.67246,6.4961,0.12435
0.078,0,0,-0.625,0.6659,6.5132,0.12258
0.089,0,0,-0.625,0.66234,6.5963,0.12355
0.1,0,0,-0.625,0.64886,6.6666,0.12121
0.114,0,0,-0.625,0.6462,6.7554,0.1201
0.125,0,0,-0.625,0.64935,6.8711,0.11745
0.136,0,0,-0.625,0.65796,7.0061,0.115
0.147,0,0,-0.625,0.66795,7.1733,0.11281
0.161,0,0,-0.625,0.6857,7.3506,0.11303
0.172,0,0,-0.625,0.70813,7.5698,0.11593
0.183,0,0,-0.625,0.73242,7.793,0.11924
0.194,0,0,-0.6875,0.75738,8.0394,0.12275
0.208,0,0,-0.75,0.7828,8.2892,0.12581
0.219,0,0,-0.6875,0.80688,8.5477,0.12909
0.23,0,0,-0.5625,0.8304,8.8031,0.13212
0.241,0,0,-0.5,0.85265,9.053,0.13555
0.255,0,0,-0.375,0.87427,9.2817,0.13814
0.266,0,0,-0.375,0.89495,9.4877,0.14039
0.277,0,0,-0.4375,0.91418,9.6553,0.14353
0.288,0,0,-0.5625,0.92908,9.8036,0.14661
0.302,0,0,-0.75,0.93834,9.9216,0.15183
0.313,0,0,-0.875,0.93957,9.9996,0.15704
0.324,0,0,-1,0.93684,10.035,0.16203
0.335,0,0,-1.0625,0.92452,10.041,0.1653
0.349,0,0,-1.0625,0.90035,9.9881,0.16533
0.36,0,0,-1.0625,0.86657,9.9016,0.16406
0.371,0,0,-1.0625,0.82793,9.7701,0.16209
0.382,0,0,-1.0625,0.78642,9.6083,0.15981
0.396,0,0,-1,0.74086,9.4053,0.15457
0.409,0,0,-1,0.68805,9.1523,0.14853
0.42,0,0,-1,0.632,8.8625,0.14216
0.431,0,0,-1,0.57269,8.5164,0.13454
0.444,0,0,-1,0.51298,8.1184,0.12703
0.455,0,0,-1.0625,0.45168,7.6413,0.11926
0.466,0,0,-1.0625,0.39163,7.1072,0.11137
0.477,0,0,-1.125,0.33348,6.5309,0.10286
0.49,0,0,-1.1875,0.27775,5.941,0.09441
0.502,0,0,-1.1875,0.22442,5.3458,0.085704
0.513,0,0,-1.1875,0.17646,4.766,0.077109
0.524,0,0,-1.1875,0.13597,4.2024,0.068942
0.537,0,0,-1.25,0.10315,3.6681,0.062504
0.549,0,0,-1.25,0.075257,3.1567,0.05647
0.56,0,0,-1.1875,0.049634,2.6723,0.051646
0.571,0,0,-1.0625,0.029902,2.2212,0.04999
0.585,0,0,-0.6875,0.017486,1.8201,0.049269
0.596,0,0,-0.375,0.0090118,1.4537,0.048798
0.607,0,0,0.125,0.0041212,1.142,0.049131
0.618,0,0,0.875,0.00051188,0.88658,0.049508
0.63,0,0,1.375,0,0.73065,0.050394
0.643,0,0,1.875,0,0.6327,0.050901
0.654,0,0,2,0,0.57923,0.051623
0.665,0,0,2.0625,0,0.56025,0.052212
0.676,0,0,2.125,0,0.55833,0.053173
0.69,0,0,1.9375,0,0.55866,0.053522
0.701,0,0,1.75,0,0.55962,0.054221
0.712,0,0,1.625,0,0.55945,0.053737
0.723,0,0,1.4375,0,0.55811,0.053518
0.739,0,0,1,0,0.55642,0.05288
0.75,0,0,0.6875,0,0.55322,0.051955
0.761,0,0,0.4375,0,0.5497,0.050613
0.772,0,0,0.125,0,0.54631,0.049294
0.783,0,0,-0.125,0,0.54255,0.048129
0.798,0,0,-0.75,0,0.53893,0.046834
0.809,0,0,-1.125,0,0.53347,0.045295
0.82,0,0,-1.4375,0,0.52875,0.044223
0.831,0,0,-1.75,0,0.5245,0.043371
0.847,0,0,-2.25,0,0.52001,0.042544
0.86,0,0,-2.4375,0,0.51587,0.041518
0.872,0,0,-2.5625,0,0.51165,0.040802
0.887,0,0,-2.9375,0,0.50684,0.0398
0.899,0,0,-3.125,0,0.50173,0.038934
0.91,0.00069397,-0.00015347,-3.3125,0,0.49637,0.038133
0.925,0.001785,-0.00044437,-3.5,0,0.49045,0.037289
0.937,0.0032499,-0.00090079,-3.875,0,0.48325,0.035769
0.948,0.0050449,-0.001623,-4.0625,0,0.47595,0.034489
0.96,0.0072802,-0.0027187,-4.375,0,0.46832,0.033021
0.975,0.0099337,-0.0041884,-4.875,0,0.46081,0.031592
0.986,0.012975,-0.0060678,-5.1875,0,0.45319,0.030292
0.997,0.016421,-0.0083165,-5.4375,0,0.44543,0.028995
1.009,0.020378,-0.010823,-5.6875,0,0.43708,0.027654
1.024,0.024774,-0.013613,-6.1875,0,0.42897,0.026481
1.035,0.029536,-0.016707,-6.375,0,0.4211,0.025249
1.046,0.034599,-0.020171,-6.5625,0,0.41346,0.023995
1.058,0.039888,-0.024057,-6.6875,0,0.4054,0.022953
1.073,0.045491,-0.028184,-6.9375,0,0.39858,0.022058
1.084,0.051997,-0.031811,-7.125,0,0.39281,0.021611
1.095,0.059175,-0.035058,-7.25,0,0.38695,0.02112
1.106,0.066329,-0.038647,-7.3125,0,0.38139,0.020567
1.122,0.073492,-0.042565,-7.375,0,0.37778,0.020841
1.133,0.080649,-0.04679,-7.4375,0,0.37533,0.021221
1.144,0.087879,-0.0512,-7.5,0,0.37331,0.021832
1.155,0.094879,-0.055562,-7.5,0,0.37132,0.022275
1.171,0.10158,-0.059961,-7.4375,0,0.37039,0.023058
1.182,0.10786,-0.064332,-7.375,0,0.37059,0.024377
1.193,0.11376,-0.06864,-7.375,0,0.37226,0.025675
1.204,0.11925,-0.072697,-7.375,0,0.37425,0.026999
1.22,0.1245,-0.076219,-7.4375,0,0.37647,0.0286
1.231,0.12954,-0.079222,-7.4375,0,0.37842,0.030265
1.242,0.13431,-0.081762,-7.4375,0,0.38167,0.031718
1.253,0.13863,-0.084053,-7.4375,0,0.38423,0.032742
1.264,0.14256,-0.086082,-7.375,0,0.38574,0.033556
1.279,0.14607,-0.087837,-7.375,0,0.38744,0.034391
1.29,0.14925,-0.089211,-7.375,0,0.38909,0.03531
1.301,0.15208,-0.090159,-7.375,0,0.39035,0.035416
1.312,0.15436,-0.090912,-7.375,0,0.39084,0.03531
1.329,0.15608,-0.09159,-7.4375,0,0.39118,0.035289
1.34,0.15721,-0.092327,-7.5,0,0.39145,0.035459
1.351,0.15769,-0.093313,-7.625,0,0.39084,0.035695
1.362,0.15766,-0.094419,-7.75,0,0.38947,0.03563
1.377,0.1572,-0.095594,-7.9375,0,0.38705,0.035587
1.388,0.15655,-0.096636,-8,0,0.38462,0.035327
1.399,0.15583,-0.097485,-8,0,0.38222,0.033957
1.41,0.15529,-0.098113,-8.0625,0,0.38017,0.032713
1.421,0.1549,-0.098535,-8.1875,0,0.37696,0.031513
1.437,0.15466,-0.098757,-8.5625,0,0.37368,0.030742
1.448,0.15452,-0.098836,-8.75,0,0.37082,0.029591
1.459,0.15427,-0.099033,-8.875,0,0.368,0.028272
1.47,0.15394,-0.099309,-9.0625,0,0.36652,0.026952
1.485,0.15355,-0.099705,-9.375,0,0.36563,0.026508
1.496,0.15311,-0.1002,-9.5,0,0.36508,0.026276
1.507,0.15263,-0.10077,-9.625,0,0.36494,0.025561
1.518,0.15242,-0.10105,-9.8125,0,0.36497,0.02476
1.534,0.15233,-0.10127,-10.125,0,0.36611,0.023595
1.545,0.15233,-0.10152,-10.25,0,0.36832,0.022236
1.556,0.15246,-0.10196,-10.375,0,0.38158,0.020877
1.567,0.15289,-0.10261,-10.562,0,0.40157,0.019623
1.578,0.15359,-0.10364,-10.688,0,0.44235,0.019287
1.59,0.15456,-0.10502,-10.688,0,0.51942,0.01895
1.601,0.15584,-0.10674,-10.625,0,0.67174,0.019226
1.614,0.15747,-0.10879,-10.312,0,0.90823,0.020169
1.625,0.15948,-0.11131,-10.062,0,1.2315,0.021625
1.64,0,0,-9.8125,0,1.6067,0.023707
1.651,0,0,-9.375,0,2.0381,0.025856
1.662,0,0,-9.125,0,2.53,0.02768
1.673,0,0,-8.5,0,3.0832,0.029992
1.685,0,0,-8.0625,0,3.6903,0.032615
1.696,0,0,-7.875,0,4.3437,0.03502
1.709,0,0,-6.4375,0,5.0474,0.037762
1.72,0,0,-6,0,5.8263,0.043426
1.731,0,0,-5.625,0,5.8377,0.049568
1.743,0,0,-5.125,0,5.9343,0.056062
1.757,0,0,-4.4375,0,6.1012,0.062761
1.768,0,0,-4.375,0,6.3637,0.069806
1.781,0,0,-4.4375,0,6.6225,0.076208
1.793,0,0,-4.5625,0,6.834,0.081821
1.807,0,0,-4.625,0,7.0164,0.08726
1.818,0,0,-4.75,0,7.1279,0.093941
1.829,0,0,-4.875,0,7.2509,0.10069
1.84,0,0,-5,0,7.2351,0.10785
1.855,0,0,-5.25,0,7.1672,0.11506
1.867,0,0,-5.1875,0,7.0261,0.1242
1.878,0,0,-5.125,0.00061501,6.783,0.13668
