2,-0.21,-0.54,-0.67,-0.08555555,-0.1,0.001111111,-27.1875,-23.0625,-46.6875,35.5625,8.5625,210.375,0.7557798,2.354754,3.369811
32,0.06,-1.33,-0.11,-0.1888889,-0.1455556,0.03222222,-27.1875,-23.0625,-46.6875,35.75,8.75,210.375,1.478545,3.667147,2.162501
43,0.12,-1.52,-0.09,-0.1611111,-0.13,0.01888889,-27.1875,-23.0625,-46.6875,35.8125,8.8125,210.375,1.678347,4.121196,1.759259
54,0.07,-1.25,-0.08,-0.02888889,-0.1111111,0.008888889,-27.1875,-23.5,-45.375,35.875,8.875,210.375,1.87882,4.757924,1.360276
70,0.05,-0.92,-0.02,0.04111111,-0.09777778,0.004444445,-27.1875,-23.5,-45.375,35.9375,8.875,210.375,2.180798,5.494073,0.8367307
90,-0.11,-0.77,-0.16,-0.01444444,-0.1111111,-0.02444444,-27.1875,-23.5,-45.375,36.0625,8.875,210.375,2.590023,6.447368,0.389049
101,0.01,-0.82,0.1,0.004444445,-0.1177778,-0.02555555,-27.1875,-21.6875,-45.375,36.1875,8.875,208.625,2.815727,6.939999,0.2725312
112,-0.06,-0.59,-0.09,-0.01777778,-0.1288889,-0.03222222,-27.1875,-21.6875,-45.375,36.25,8.875,208.625,3.026317,7.514981,0.05580358
123,0.0,-0.67,-0.07,-0.03444445,-0.1388889,-0.02666667,-27.1875,-21.6875,-45.375,36.3125,8.875,208.625,3.204961,8.090783,0
141,-0.03,-0.76,-0.03,-0.06555556,-0.1333333,-0.02777778,-27.1875,-21.6875,-45.375,36.375,9.6875,208.5,3.378165,8.987499,0
152,0.0,-0.71,0.03,-0.08,-0.15,-0.04333333,-27.5,-22.0625,-47.0,36.4375,10.25,208.375,3.507203,9.758062,0
163,0.03,-0.59,0.05,-0.05111111,-0.1588889,-0.04666667,-27.5,-22.0625,-47.0,36.4375,10.6875,208.25,3.686115,10.07467,0
174,0.01,-0.5,0.05,-0.06222222,-0.1633333,-0.04777778,-27.5,-22.0625,-47.0,36.5,11.0625,208.1875,3.86875,10.7097,0
191,0.0,-0.46,0.0,-0.09444445,-0.17,-0.06222222,-27.5,-22.0625,-47.0,36.625,11.625,208.1875,4.149525,11.38889,0
202,-0.04,-0.51,0.03,-0.1555556,-0.2011111,-0.09666666,-26.875,-22.375,-46.6875,36.6875,11.9375,208.1875,4.236334,11.67614,0
213,-0.04,-0.48,0.01,-0.1388889,-0.2244444,-0.1044444,-26.875,-22.375,-46.6875,36.75,12.25,208.1875,4.381189,12.18504,0
224,0.0,-0.39,-0.03,-0.1066667,-0.2455555,-0.1088889,-26.875,-22.375,-46.6875,36.875,12.4375,208.1875,4.507874,0.3252136,0
241,0.0,-0.3,-0.02,-0.08666667,-0.2733333,-0.09888888,-26.875,-22.375,-46.6875,37.125,12.8125,208.25,4.729848,2.445093,0
